epoch,accuracy,loss,val_accuracy,val_loss
0,0.7424657344818115,0.6017933487892151,0.8159645199775696,0.32212063670158386
1,0.8273972868919373,0.3586890697479248,0.9046562910079956,0.25654926896095276
2,0.844748854637146,0.3342698812484741,0.9046562910079956,0.2555176317691803
3,0.8739725947380066,0.2819133400917053,0.9179601073265076,0.2142735868692398
4,0.8995434045791626,0.2399108111858368,0.8736141920089722,0.27673667669296265
5,0.9004566073417664,0.2252976894378662,0.9312638640403748,0.19397735595703125
6,0.913241982460022,0.19769823551177979,0.8736141920089722,0.27161872386932373
7,0.922374427318573,0.19916929304599762,0.9024389982223511,0.22378772497177124
8,0.9095890522003174,0.20332114398479462,0.8847006559371948,0.253982812166214
9,0.9095890522003174,0.20659901201725006,0.8691796064376831,0.2808564305305481
10,0.9214611649513245,0.19175206124782562,0.9046562910079956,0.2367982566356659
