epoch,accuracy,loss,val_accuracy,val_loss
0,0.5022830963134766,0.20443162322044373,0.7760531902313232,0.15644094347953796
1,0.49771690368652344,0.19654631614685059,0.7760531902313232,0.1658618003129959
2,0.5497716665267944,0.1934126764535904,0.22394677996635437,0.19961494207382202
3,0.4776255786418915,0.20162875950336456,0.7760531902313232,0.1533011645078659
4,0.5041095614433289,0.19660453498363495,0.7760531902313232,0.14695435762405396
5,0.5214611887931824,0.2002042680978775,0.7760531902313232,0.15387530624866486
6,0.4986301362514496,0.19798946380615234,0.22394677996635437,0.1864829659461975
7,0.48127853870391846,0.20252572000026703,0.7760531902313232,0.15890225768089294
8,0.5159817337989807,0.192445769906044,0.7760531902313232,0.16264262795448303
9,0.5150684714317322,0.20115496218204498,0.22394677996635437,0.20310291647911072
0,0.7515981793403625,0.13519549369812012,0.7361419200897217,0.15769995748996735
1,0.9050228595733643,0.05980563163757324,0.37694013118743896,0.2137293964624405
2,0.9360730648040771,0.03952626883983612,0.7117516398429871,0.14190725982189178
3,0.9515981674194336,0.036808598786592484,0.7560975551605225,0.16921566426753998
4,0.955251157283783,0.026866639032959938,0.5942350625991821,0.18746435642242432
0,0.5141552686691284,0.20460547506809235,0.7760531902313232,0.17005731165409088
1,0.49589040875434875,0.19868838787078857,0.22394677996635437,0.17765596508979797
2,0.5059360861778259,0.19787263870239258,0.22394677996635437,0.17738832533359528
3,0.5214611887931824,0.19431567192077637,0.7760531902313232,0.1679610013961792
4,0.517808198928833,0.19362597167491913,0.7760531902313232,0.1639048010110855
5,0.5442922115325928,0.18802185356616974,0.22394677996635437,0.1754572093486786
6,0.4803653061389923,0.20530977845191956,0.22394677996635437,0.17861340939998627
7,0.5397260189056396,0.1900109052658081,0.7760531902313232,0.17224444448947906
8,0.5168949961662292,0.19211356341838837,0.7760531902313232,0.15778248012065887
9,0.4968036413192749,0.19732728600502014,0.7760531902313232,0.16668060421943665
10,0.5159817337989807,0.19586913287639618,0.22394677996635437,0.1805068552494049
11,0.4949771761894226,0.194162517786026,0.7760531902313232,0.17132097482681274
12,0.5205479264259338,0.18997882306575775,0.7760531902313232,0.16603565216064453
13,0.5205479264259338,0.20007000863552094,0.22394677996635437,0.17667828500270844
0,0.7652968168258667,0.1272912621498108,0.22394677996635437,0.35951387882232666
1,0.9013698697090149,0.0674118772149086,0.4013303816318512,0.3038816452026367
2,0.929680347442627,0.0422799289226532,0.5609756112098694,0.21607735753059387
3,0.955251157283783,0.036040980368852615,0.6807095408439636,0.18959681689739227
4,0.9643835425376892,0.02492392435669899,0.7317073345184326,0.1348678469657898
