epoch,accuracy,loss,val_accuracy,val_loss
0,0.6584475040435791,1.0477080345153809,0.5077605247497559,1.1551522016525269
1,0.7525114417076111,0.6514228582382202,0.7915742993354797,0.4073300361633301
2,0.8063926696777344,0.5899879932403564,0.6430155038833618,0.8338638544082642
3,0.7936072945594788,0.599402666091919,0.7427937984466553,0.6157273054122925
4,0.8410958647727966,0.39573442935943604,0.8070953488349915,0.416824609041214
5,0.8511415719985962,0.3890044391155243,0.7982261776924133,0.44272392988204956
6,0.8474885821342468,0.43115484714508057,0.7760531902313232,0.5111452341079712
7,0.8529680371284485,0.4098014533519745,0.7760531902313232,0.5280593037605286
8,0.8557077646255493,0.38022252917289734,0.7760531902313232,0.5232630372047424
9,0.8474885821342468,0.4124796688556671,0.7760531902313232,0.5299533605575562
