epoch,accuracy,loss,val_accuracy,val_loss
0,0.2648083567619324,17.13924217224121,0.4336283206939697,1.3971891403198242
1,0.31707316637039185,3.6079139709472656,0.48672565817832947,1.4442353248596191
2,0.2787456512451172,3.0405795574188232,0.4690265357494354,1.2496651411056519
3,0.3031359016895294,10.614215850830078,0.4159291982650757,1.3304535150527954
4,0.4390243887901306,2.3406565189361572,0.4690265357494354,1.3209792375564575
5,0.4425086975097656,3.1587483882904053,0.4955752193927765,1.3377063274383545
6,0.4181184768676758,4.628791332244873,0.5132743120193481,1.809315800666809
7,0.4773519039154053,4.719903469085693,0.5575221180915833,1.8494263887405396
0,0.25783970952033997,7.7010979652404785,0.37168142199516296,1.3549153804779053
1,0.31358885765075684,1.9951705932617188,0.4955752193927765,1.0825995206832886
2,0.39024388790130615,1.8842862844467163,0.5044247508049011,1.1705186367034912
3,0.47038328647613525,2.447972297668457,0.5221238732337952,1.158799171447754
4,0.5296167135238647,1.6205083131790161,0.5663716793060303,0.9710338115692139
5,0.5121951103210449,2.0235755443573,0.5752212405204773,1.23312509059906
6,0.602787435054779,1.2856559753417969,0.5840708017349243,1.2172095775604248
7,0.5296167135238647,3.6856956481933594,0.5929203629493713,1.3787117004394531
8,0.6306620240211487,1.6810860633850098,0.5929203629493713,1.4710140228271484
9,0.6341463327407837,1.6054770946502686,0.6283186078071594,1.2057610750198364
0,0.39024388790130615,2.449564218521118,0.6637167930603027,0.798808753490448
1,0.5679442286491394,1.716092586517334,0.6902654767036438,0.8121424913406372
2,0.6620209217071533,1.1740787029266357,0.6460176706314087,1.182844877243042
3,0.693379819393158,1.181962490081787,0.7168141603469849,0.8120861053466797
4,0.7630661725997925,0.8944671154022217,0.752212405204773,0.7197033762931824
5,0.707317054271698,1.024218201637268,0.769911527633667,0.915229082107544
6,0.7560975551605225,0.8553937077522278,0.769911527633667,0.7583476901054382
7,0.7944250702857971,0.6958925127983093,0.8230088353157043,0.6549874544143677
8,0.8188153505325317,0.6207225322723389,0.7964601516723633,0.7114911079406738
9,0.815330982208252,0.6310072541236877,0.7964601516723633,0.6573960185050964
10,0.8571428656578064,0.4307236969470978,0.778761088848114,0.8126192092895508
11,0.8571428656578064,0.4519871771335602,0.8141592741012573,0.6972905397415161
12,0.8327525854110718,0.487374484539032,0.8053097128868103,0.647720217704773
13,0.8501741886138916,0.4953448474407196,0.8407079577445984,0.607452929019928
14,0.8432055711746216,0.4649553596973419,0.752212405204773,0.9073007702827454
15,0.8780487775802612,0.3874737322330475,0.8053097128868103,0.7044892907142639
16,0.891986072063446,0.2512972354888916,0.8407079577445984,0.5956624150276184
17,0.9094076752662659,0.317095011472702,0.7876105904579163,0.7128297686576843
18,0.8850173950195312,0.39911097288131714,0.8495575189590454,0.63243567943573
19,0.9233449697494507,0.19990549981594086,0.8318583965301514,0.6695534586906433
20,0.9198606014251709,0.21519291400909424,0.8672566413879395,0.6093642115592957
21,0.9372822046279907,0.17940224707126617,0.8495575189590454,0.6119182705879211
0,0.4355400800704956,2.2066519260406494,0.48672565817832947,1.4774118661880493
1,0.5818815231323242,1.683161973953247,0.6814159154891968,1.0385653972625732
2,0.7317073345184326,1.024704098701477,0.6637167930603027,0.9156515598297119
3,0.6724738478660583,1.1572433710098267,0.752212405204773,0.7864866256713867
4,0.7421602606773376,1.042338252067566,0.769911527633667,0.7892528772354126
5,0.7804877758026123,0.6304913759231567,0.769911527633667,0.7467939853668213
6,0.7665505409240723,0.8004506230354309,0.778761088848114,0.6840776205062866
7,0.8048780560493469,0.5674151182174683,0.752212405204773,0.9026462435722351
8,0.7979093790054321,0.758928120136261,0.8141592741012573,0.7229037284851074
9,0.8571428656578064,0.38185012340545654,0.778761088848114,0.8396062254905701
10,0.8710801601409912,0.44558411836624146,0.8318583965301514,0.8432925343513489
11,0.8466898798942566,0.4963935613632202,0.8495575189590454,0.6752614974975586
12,0.8710801601409912,0.42031291127204895,0.8141592741012573,0.6308916211128235
13,0.895470380783081,0.3491222858428955,0.8141592741012573,0.5570803880691528
14,0.8641114830970764,0.4267258048057556,0.7876105904579163,0.8658175468444824
15,0.8710801601409912,0.3700917959213257,0.769911527633667,0.9417747855186462
16,0.8989546895027161,0.28685420751571655,0.8230088353157043,0.6491847038269043
17,0.9268292784690857,0.22082267701625824,0.7964601516723633,0.8313676118850708
18,0.9094076752662659,0.2890872657299042,0.8407079577445984,0.7286044955253601
0,0.45993030071258545,2.092550754547119,0.5486725568771362,1.2037252187728882
1,0.6062718033790588,1.6284643411636353,0.6814159154891968,1.1250767707824707
2,0.6724738478660583,1.293896198272705,0.6460176706314087,1.1770304441452026
3,0.6794425249099731,1.1278964281082153,0.6991150379180908,0.8574525117874146
4,0.7526132464408875,0.7766844034194946,0.7168141603469849,0.9082754254341125
5,0.7665505409240723,0.8967283964157104,0.7964601516723633,0.6774906516075134
6,0.7526132464408875,0.8520089983940125,0.7876105904579163,0.79836505651474
7,0.7630661725997925,0.8244805335998535,0.8141592741012573,0.6335679888725281
8,0.8257839679718018,0.5803601145744324,0.8053097128868103,0.71043860912323
9,0.8362369537353516,0.5538414716720581,0.752212405204773,1.1572723388671875
10,0.8257839679718018,0.5858255624771118,0.7433628439903259,0.8054794073104858
11,0.8745644688606262,0.3559020161628723,0.8584070801734924,0.6665400266647339
12,0.8745644688606262,0.3483351469039917,0.8141592741012573,0.601722776889801
13,0.8675957918167114,0.3835788667201996,0.8318583965301514,0.6442797780036926
14,0.8850173950195312,0.38009411096572876,0.7079645991325378,1.0224028825759888
15,0.891986072063446,0.29700592160224915,0.7876105904579163,0.9204763770103455
16,0.9303135871887207,0.20257829129695892,0.8495575189590454,0.5920491218566895
17,0.9303135871887207,0.17994630336761475,0.8230088353157043,0.6931591033935547
18,0.9198606014251709,0.28121885657310486,0.8230088353157043,0.7102455496788025
19,0.9128919839859009,0.22763973474502563,0.8761062026023865,0.6508890986442566
20,0.9024389982223511,0.2300550639629364,0.7876105904579163,0.8834259510040283
21,0.9303135871887207,0.2198299765586853,0.8495575189590454,0.7100027203559875
22,0.9163762927055359,0.25734126567840576,0.8584070801734924,0.5777745842933655
23,0.9477351903915405,0.1536465287208557,0.8407079577445984,0.6255964040756226
24,0.9442508816719055,0.20218396186828613,0.8761062026023865,0.6256397366523743
25,0.9372822046279907,0.16036082804203033,0.8141592741012573,0.7953489422798157
26,0.9477351903915405,0.15376433730125427,0.8584070801734924,0.6468926072120667
27,0.9372822046279907,0.1722075492143631,0.8053097128868103,0.8038390874862671
28,0.9303135871887207,0.23041808605194092,0.8849557638168335,0.6210188269615173
29,0.9721254110336304,0.07442580908536911,0.8938053250312805,0.5969018936157227
30,0.9756097793579102,0.07646627724170685,0.8584070801734924,0.6858819723129272
31,0.9686411023139954,0.07695791870355606,0.8318583965301514,0.855901300907135
32,0.9651567935943604,0.08527173846960068,0.8407079577445984,0.7893975973129272
0,0.39024388790130615,2.330239772796631,0.6725663542747498,0.9046905040740967
