epoch,accuracy,loss,val_accuracy,val_loss
0,0.18518517911434174,6.996414661407471,0.23076923191547394,3.7618870735168457
1,0.21604938805103302,6.500214576721191,0.23076923191547394,3.7618870735168457
2,0.2469135820865631,6.009321212768555,0.1846153885126114,3.371182680130005
3,0.20370370149612427,6.567285060882568,0.20000000298023224,2.8840975761413574
4,0.20987653732299805,6.095872402191162,0.26153847575187683,2.3330764770507812
5,0.1913580298423767,5.574848175048828,0.1846153885126114,2.5143911838531494
6,0.14814814925193787,5.648189067840576,0.13846154510974884,2.581613540649414
7,0.14814814925193787,5.550527095794678,0.1230769231915474,2.6714870929718018
8,0.1975308656692505,4.988297939300537,0.1230769231915474,2.694694757461548
9,0.17901234328746796,5.348008155822754,0.20000000298023224,2.111379384994507
10,0.1975308656692505,4.516829967498779,0.35384616255760193,1.6142749786376953
11,0.2839506268501282,4.44224739074707,0.5538461804389954,1.4988995790481567
12,0.34567901492118835,3.4280481338500977,0.4769230782985687,1.64226233959198
13,0.3024691343307495,4.373780727386475,0.4615384638309479,1.6957215070724487
14,0.2469135820865631,3.7812764644622803,0.446153849363327,1.8608663082122803
15,0.2469135820865631,4.45012092590332,0.446153849363327,1.6346418857574463
16,0.2777777910232544,3.6031761169433594,0.4923076927661896,1.4551708698272705
17,0.34567901492118835,3.4951975345611572,0.35384616255760193,1.6959421634674072
18,0.2777777910232544,3.597764730453491,0.4769230782985687,1.5318734645843506
19,0.35185185074806213,4.272935390472412,0.5230769515037537,1.5122159719467163
0,0.09259258955717087,9.999999747378752e-05,3.3473551273345947,0.07692307978868484,2.495734214782715
1,0.1111111119389534,9.999999747378752e-05,3.449033498764038,0.0923076942563057,2.2463555335998535
2,0.09259258955717087,9.999999747378752e-05,3.2002506256103516,0.1230769231915474,2.0793962478637695
3,0.12345679104328156,9.999999747378752e-05,2.691284656524658,0.2461538463830948,1.7607929706573486
4,0.16049382090568542,9.999999747378752e-05,3.0219192504882812,0.4000000059604645,1.6879699230194092
5,0.1913580298423767,9.999999747378752e-05,2.871373414993286,0.4000000059604645,1.724657416343689
6,0.25925925374031067,9.999999747378752e-05,2.63268780708313,0.3384615480899811,1.719736099243164
7,0.25925925374031067,9.999999747378752e-05,2.864569664001465,0.4307692348957062,1.657433032989502
8,0.1913580298423767,9.999999747378752e-05,2.776050329208374,0.4307692348957062,1.6091560125350952
9,0.26543208956718445,9.999999747378752e-05,2.7231850624084473,0.4153846204280853,1.6061756610870361
10,0.23456789553165436,9.999999747378752e-05,2.1687843799591064,0.38461539149284363,1.6234878301620483
11,0.20370370149612427,9.999999747378752e-05,2.7464184761047363,0.38461539149284363,1.6492503881454468
12,0.23456789553165436,9.999999747378752e-05,2.556654930114746,0.38461539149284363,1.6527060270309448
13,0.22839505970478058,1.9999999494757503e-05,2.3392248153686523,0.38461539149284363,1.6541721820831299
14,0.1666666716337204,1.9999999494757503e-05,2.505535125732422,0.4000000059604645,1.6469290256500244
0,0.12962962687015533,9.999999747378752e-06,3.049994468688965,0.38461539149284363,1.615203857421875
1,0.10493826866149902,9.999999747378752e-06,2.9174141883850098,0.38461539149284363,1.622124433517456
2,0.17283950746059418,9.999999747378752e-06,2.4761061668395996,0.38461539149284363,1.6146069765090942
3,0.12345679104328156,9.999999747378752e-06,2.5960402488708496,0.38461539149284363,1.6013716459274292
4,0.14814814925193787,9.999999747378752e-06,2.6128597259521484,0.4000000059604645,1.603900671005249
5,0.10493826866149902,9.999999747378752e-06,2.9903156757354736,0.4000000059604645,1.5981351137161255
6,0.1358024626970291,9.999999747378752e-06,2.4938340187072754,0.4153846204280853,1.5834370851516724
7,0.15432098507881165,9.999999747378752e-06,2.616483449935913,0.4307692348957062,1.571699619293213
8,0.17283950746059418,9.999999747378752e-06,2.5078201293945312,0.4307692348957062,1.5597375631332397
