epoch,accuracy,loss,val_accuracy,val_loss
0,0.1552795022726059,5.713935852050781,0.10769230872392654,3.909304141998291
1,0.1304347813129425,5.078162670135498,0.1230769231915474,4.598194122314453
2,0.1304347813129425,5.660434722900391,0.10769230872392654,4.109472751617432
3,0.1552795022726059,4.984337329864502,0.2769230902194977,3.0074574947357178
4,0.29192546010017395,4.843889236450195,0.3384615480899811,2.232407569885254
5,0.21739129722118378,4.302581310272217,0.26153847575187683,2.6964497566223145
6,0.1801242232322693,5.610778331756592,0.2461538463830948,2.9406392574310303
7,0.1801242232322693,4.403102874755859,0.29230770468711853,2.4902098178863525
8,0.24223601818084717,3.39036226272583,0.38461539149284363,2.017756223678589
9,0.3602484464645386,3.537102460861206,0.4923076927661896,1.680408000946045
10,0.3478260934352875,4.427472114562988,0.4307692348957062,1.7629482746124268
11,0.3602484464645386,3.5208160877227783,0.2769230902194977,2.5264947414398193
12,0.260869562625885,3.281808853149414,0.26153847575187683,2.4603495597839355
13,0.2732919156551361,3.0838184356689453,0.38461539149284363,1.8589224815368652
14,0.38509318232536316,3.4541401863098145,0.446153849363327,1.6371368169784546
15,0.3478260934352875,2.5818958282470703,0.4923076927661896,1.607235074043274
16,0.38509318232536316,3.118548631668091,0.38461539149284363,2.0278258323669434
17,0.3478260934352875,3.129491090774536,0.4000000059604645,2.1057751178741455
18,0.3602484464645386,2.6353342533111572,0.35384616255760193,2.1241979598999023
19,0.34161490201950073,2.3281567096710205,0.4153846204280853,1.920208215713501
0,0.08074533939361572,9.999999747378752e-05,3.476086378097534,0.0615384615957737,3.2038040161132812
1,0.07453416287899017,9.999999747378752e-05,2.92968487739563,0.0615384615957737,3.203803777694702
2,0.10559006035327911,9.999999747378752e-05,3.426854372024536,0.13846154510974884,2.080470561981201
3,0.1552795022726059,9.999999747378752e-05,3.035731077194214,0.3692307770252228,1.7140623331069946
4,0.20496894419193268,9.999999747378752e-05,2.68727445602417,0.3692307770252228,1.682090163230896
5,0.22360248863697052,9.999999747378752e-05,2.504201650619507,0.3384615480899811,1.7273149490356445
6,0.19254659116268158,9.999999747378752e-05,2.994232654571533,0.3076923191547394,1.7789338827133179
7,0.2484472095966339,9.999999747378752e-05,2.686184883117676,0.2769230902194977,1.7914620637893677
8,0.1677018702030182,1.9999999494757503e-05,2.883251905441284,0.2769230902194977,1.7850227355957031
9,0.16149067878723145,1.9999999494757503e-05,3.2048141956329346,0.2769230902194977,1.7828788757324219
0,0.22981366515159607,9.999999747378752e-06,2.7422335147857666,0.38461539149284363,1.6784214973449707
1,0.260869562625885,9.999999747378752e-06,2.8824117183685303,0.38461539149284363,1.6752902269363403
2,0.21118012070655823,9.999999747378752e-06,2.8504903316497803,0.3692307770252228,1.681471347808838
3,0.260869562625885,9.999999747378752e-06,2.8601951599121094,0.3692307770252228,1.6905404329299927
4,0.21739129722118378,9.999999747378752e-06,2.714148759841919,0.38461539149284363,1.701533555984497
