epoch,accuracy,loss,val_accuracy,val_loss
0,0.4736842215061188,0.29337912797927856,0.52173912525177,0.19443707168102264
1,0.5438596606254578,0.23981930315494537,0.6086956262588501,0.1702762097120285
2,0.5263158082962036,0.21901483833789825,0.6086956262588501,0.1556398570537567
3,0.5087719559669495,0.17154300212860107,0.6086956262588501,0.13967059552669525
4,0.5614035129547119,0.1885596513748169,0.6086956262588501,0.1254986822605133
5,0.6666666865348816,0.13985581696033478,0.6086956262588501,0.11576639860868454
6,0.8070175647735596,0.09855976700782776,0.6086956262588501,0.10778307169675827
7,0.6666666865348816,0.14082205295562744,0.6086956262588501,0.10125003010034561
8,0.7894737124443054,0.12483590096235275,0.695652186870575,0.09529076516628265
9,0.8421052694320679,0.07121658325195312,0.739130437374115,0.09017281979322433
10,0.7543859481811523,0.11321143805980682,0.739130437374115,0.08502094447612762
11,0.7368420958518982,0.12763483822345734,0.739130437374115,0.08066384494304657
12,0.8070175647735596,0.07742493599653244,0.782608687877655,0.07715825736522675
13,0.8771929740905762,0.07309446483850479,0.782608687877655,0.07380200177431107
14,0.8771929740905762,0.057199448347091675,0.782608687877655,0.07072154432535172
15,0.9122806787490845,0.03738434985280037,0.782608687877655,0.06877066940069199
16,0.8771929740905762,0.062203824520111084,0.782608687877655,0.0671689435839653
17,0.8421052694320679,0.07311434298753738,0.782608687877655,0.06448891758918762
18,0.9122806787490845,0.031183648854494095,0.782608687877655,0.0629727840423584
19,0.859649121761322,0.07679808884859085,0.8260869383811951,0.06156599894165993
