epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.31578946113586426,9.999999747378752e-05,2.0511138439178467,0.17391304671764374,2.237894058227539
1,0.35087719559669495,9.999999747378752e-05,1.8299397230148315,0.21739129722118378,2.2122631072998047
2,0.2631579041481018,9.999999747378752e-05,1.9593846797943115,0.21739129722118378,2.1851439476013184
3,0.31578946113586426,9.999999747378752e-05,1.9680815935134888,0.21739129722118378,2.1596405506134033
4,0.42105263471603394,9.999999747378752e-05,1.6542567014694214,0.21739129722118378,2.1344242095947266
5,0.2982456088066101,9.999999747378752e-05,2.0375640392303467,0.21739129722118378,2.111081600189209
6,0.35087719559669495,9.999999747378752e-05,1.7285351753234863,0.21739129722118378,2.086639642715454
7,0.24561403691768646,9.999999747378752e-05,1.910731554031372,0.21739129722118378,2.0625009536743164
8,0.35087719559669495,9.999999747378752e-05,1.710937738418579,0.21739129722118378,2.039740800857544
9,0.3684210479259491,9.999999747378752e-05,1.7841850519180298,0.260869562625885,2.0157647132873535
10,0.24561403691768646,9.999999747378752e-05,1.953144907951355,0.30434781312942505,1.9933505058288574
11,0.3333333432674408,9.999999747378752e-05,1.8560062646865845,0.30434781312942505,1.9690141677856445
12,0.3684210479259491,9.999999747378752e-05,1.715330719947815,0.30434781312942505,1.9479951858520508
13,0.28070175647735596,9.999999747378752e-05,1.7492306232452393,0.30434781312942505,1.926459789276123
14,0.4035087823867798,9.999999747378752e-05,1.6309980154037476,0.3478260934352875,1.9040549993515015
15,0.3333333432674408,9.999999747378752e-05,1.7799794673919678,0.3478260934352875,1.882481336593628
16,0.3333333432674408,9.999999747378752e-05,1.710595965385437,0.3478260934352875,1.8621481657028198
17,0.2631579041481018,9.999999747378752e-05,1.8430174589157104,0.3478260934352875,1.8414833545684814
18,0.42105263471603394,9.999999747378752e-05,1.583225131034851,0.30434781312942505,1.8213099241256714
19,0.2982456088066101,9.999999747378752e-05,1.7813854217529297,0.3478260934352875,1.8017159700393677
20,0.28070175647735596,9.999999747378752e-05,1.8465937376022339,0.3478260934352875,1.780802845954895
21,0.28070175647735596,9.999999747378752e-05,1.7887828350067139,0.3478260934352875,1.7617968320846558
22,0.42105263471603394,9.999999747378752e-05,1.6630970239639282,0.3478260934352875,1.7430469989776611
23,0.35087719559669495,9.999999747378752e-05,1.7606626749038696,0.3478260934352875,1.722658395767212
24,0.3684210479259491,9.999999747378752e-05,1.7411695718765259,0.3913043439388275,1.7033054828643799
25,0.3333333432674408,9.999999747378752e-05,1.7764824628829956,0.3913043439388275,1.685347557067871
26,0.4736842215061188,9.999999747378752e-05,1.577508568763733,0.3913043439388275,1.6671316623687744
27,0.4385964870452881,9.999999747378752e-05,1.4822983741760254,0.3913043439388275,1.6502032279968262
28,0.35087719559669495,9.999999747378752e-05,1.8171947002410889,0.3913043439388275,1.6322293281555176
29,0.5263158082962036,9.999999747378752e-05,1.1632413864135742,0.3913043439388275,1.6141822338104248
30,0.5438596606254578,9.999999747378752e-05,1.2983899116516113,0.3913043439388275,1.5964587926864624
31,0.3684210479259491,9.999999747378752e-05,1.741706132888794,0.43478259444236755,1.5801583528518677
32,0.3684210479259491,9.999999747378752e-05,1.8198319673538208,0.43478259444236755,1.5629937648773193
33,0.38596490025520325,9.999999747378752e-05,1.4526934623718262,0.43478259444236755,1.5452691316604614
34,0.4385964870452881,9.999999747378752e-05,1.3455982208251953,0.43478259444236755,1.5274757146835327
35,0.42105263471603394,9.999999747378752e-05,1.5601524114608765,0.43478259444236755,1.5103981494903564
36,0.3333333432674408,9.999999747378752e-05,1.6585016250610352,0.47826087474823,1.4943132400512695
37,0.5087719559669495,9.999999747378752e-05,1.2703980207443237,0.47826087474823,1.4761830568313599
38,0.4736842215061188,9.999999747378752e-05,1.4145976305007935,0.47826087474823,1.4582823514938354
39,0.4736842215061188,9.999999747378752e-05,1.374687671661377,0.43478259444236755,1.441779375076294
40,0.4385964870452881,9.999999747378752e-05,1.2419273853302002,0.43478259444236755,1.425484538078308
41,0.5438596606254578,9.999999747378752e-05,1.1436285972595215,0.43478259444236755,1.4096918106079102
42,0.4912280738353729,9.999999747378752e-05,1.3598544597625732,0.43478259444236755,1.3945215940475464
43,0.5263158082962036,9.999999747378752e-05,1.425415277481079,0.43478259444236755,1.3810598850250244
44,0.4912280738353729,9.999999747378752e-05,1.2338588237762451,0.52173912525177,1.3670032024383545
45,0.4385964870452881,9.999999747378752e-05,1.4814814329147339,0.52173912525177,1.3529967069625854
46,0.5087719559669495,9.999999747378752e-05,1.4361733198165894,0.52173912525177,1.3398714065551758
47,0.4736842215061188,9.999999747378752e-05,1.4218302965164185,0.52173912525177,1.326230525970459
48,0.5964912176132202,9.999999747378752e-05,1.3405817747116089,0.52173912525177,1.31252121925354
49,0.5789473652839661,9.999999747378752e-05,1.243381142616272,0.52173912525177,1.2996593713760376
