epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.17543859779834747,9.999999747378752e-05,2.3710103034973145,0.17391304671764374,1.8729840517044067
1,0.14035087823867798,9.999999747378752e-05,2.326742649078369,0.17391304671764374,1.8615672588348389
2,0.21052631735801697,9.999999747378752e-05,2.246495485305786,0.17391304671764374,1.8497098684310913
3,0.15789473056793213,9.999999747378752e-05,2.531670570373535,0.17391304671764374,1.8394876718521118
4,0.17543859779834747,9.999999747378752e-05,2.278327226638794,0.17391304671764374,1.828700065612793
5,0.2631579041481018,9.999999747378752e-05,2.18959903717041,0.17391304671764374,1.8177868127822876
6,0.2982456088066101,9.999999747378752e-05,2.3882803916931152,0.17391304671764374,1.8071203231811523
7,0.10526315867900848,9.999999747378752e-05,2.3112852573394775,0.17391304671764374,1.7963736057281494
8,0.17543859779834747,9.999999747378752e-05,2.2140767574310303,0.21739129722118378,1.785699486732483
9,0.21052631735801697,9.999999747378752e-05,2.1059701442718506,0.21739129722118378,1.7756165266036987
10,0.22807016968727112,9.999999747378752e-05,2.1874873638153076,0.21739129722118378,1.7651954889297485
11,0.07017543911933899,9.999999747378752e-05,2.754084587097168,0.21739129722118378,1.7548891305923462
12,0.22807016968727112,9.999999747378752e-05,2.2244935035705566,0.21739129722118378,1.7448244094848633
13,0.19298245012760162,9.999999747378752e-05,2.3007454872131348,0.21739129722118378,1.735172152519226
14,0.19298245012760162,9.999999747378752e-05,2.2517271041870117,0.21739129722118378,1.7245560884475708
15,0.21052631735801697,9.999999747378752e-05,2.0593154430389404,0.21739129722118378,1.714665412902832
16,0.24561403691768646,9.999999747378752e-05,2.0346620082855225,0.21739129722118378,1.7040736675262451
17,0.2631579041481018,9.999999747378752e-05,2.127506971359253,0.21739129722118378,1.6941139698028564
18,0.17543859779834747,9.999999747378752e-05,2.142953872680664,0.260869562625885,1.6839582920074463
19,0.2982456088066101,9.999999747378752e-05,2.0556647777557373,0.260869562625885,1.6742849349975586
20,0.2631579041481018,9.999999747378752e-05,2.007380247116089,0.260869562625885,1.6654752492904663
21,0.2982456088066101,9.999999747378752e-05,2.109889268875122,0.260869562625885,1.6562484502792358
22,0.24561403691768646,9.999999747378752e-05,2.059051036834717,0.260869562625885,1.6476556062698364
23,0.21052631735801697,9.999999747378752e-05,2.146121025085449,0.260869562625885,1.6385005712509155
24,0.2982456088066101,9.999999747378752e-05,2.121567726135254,0.30434781312942505,1.628994107246399
25,0.3333333432674408,9.999999747378752e-05,2.067772388458252,0.30434781312942505,1.6191160678863525
26,0.2631579041481018,9.999999747378752e-05,1.968536138534546,0.30434781312942505,1.6092907190322876
27,0.35087719559669495,9.999999747378752e-05,1.548802137374878,0.30434781312942505,1.59959876537323
28,0.2631579041481018,9.999999747378752e-05,2.057605028152466,0.3478260934352875,1.5911062955856323
29,0.28070175647735596,9.999999747378752e-05,1.7470821142196655,0.3478260934352875,1.5820744037628174
30,0.31578946113586426,9.999999747378752e-05,1.6148829460144043,0.3478260934352875,1.5729743242263794
31,0.35087719559669495,9.999999747378752e-05,1.6024994850158691,0.3478260934352875,1.563553810119629
32,0.2631579041481018,9.999999747378752e-05,2.0636065006256104,0.3478260934352875,1.5545388460159302
33,0.2982456088066101,9.999999747378752e-05,1.7849762439727783,0.3478260934352875,1.5459449291229248
34,0.2982456088066101,9.999999747378752e-05,1.76348078250885,0.3478260934352875,1.537306785583496
35,0.35087719559669495,9.999999747378752e-05,1.8424509763717651,0.3478260934352875,1.52871572971344
36,0.28070175647735596,9.999999747378752e-05,1.8516950607299805,0.3478260934352875,1.5199452638626099
37,0.38596490025520325,9.999999747378752e-05,1.613376498222351,0.3478260934352875,1.5107959508895874
38,0.42105263471603394,9.999999747378752e-05,1.411138653755188,0.3913043439388275,1.5019445419311523
39,0.31578946113586426,9.999999747378752e-05,1.6603310108184814,0.3913043439388275,1.4933903217315674
40,0.2631579041481018,9.999999747378752e-05,1.9426087141036987,0.3913043439388275,1.4850964546203613
41,0.31578946113586426,9.999999747378752e-05,1.6314172744750977,0.3913043439388275,1.477226972579956
42,0.28070175647735596,9.999999747378752e-05,2.062035083770752,0.3913043439388275,1.4695781469345093
43,0.31578946113586426,9.999999747378752e-05,1.847951889038086,0.3913043439388275,1.4613375663757324
44,0.3684210479259491,9.999999747378752e-05,1.5437631607055664,0.3913043439388275,1.4530915021896362
45,0.45614033937454224,9.999999747378752e-05,1.5337644815444946,0.3913043439388275,1.445138692855835
46,0.42105263471603394,9.999999747378752e-05,1.4930107593536377,0.3913043439388275,1.4370468854904175
47,0.3684210479259491,9.999999747378752e-05,1.7643424272537231,0.3913043439388275,1.4290660619735718
48,0.4035087823867798,9.999999747378752e-05,1.414844274520874,0.3913043439388275,1.4215599298477173
49,0.35087719559669495,9.999999747378752e-05,1.479662537574768,0.3913043439388275,1.4137945175170898
